"{""richText"":[{""font"":{""bold"":true,""size"":8,""color"":{}},""text"":""Note: ""},{""font"":{""size"":8,""color"":{}},""text"":""The data and information in this document is reflective of a hypothetical situation and client. This document is to be used for KPMG Virtual Internship purposes only. ""}]}",,,,,,,,,,,,,,,,,,,,,,
"first_name","last_name","gender","past_3_years_bike_related_purchases","DOB","job_title","job_industry_category","wealth_segment","deceased_indicator","owns_car","tenure","address","postcode","state","country","property_valuation",,,,,,"Rank","Value"
"Gale","Disbrow","Female","59","1977-05-14","Cost Accountant","Financial Services","Mass Customer","N","Yes","17","169 Bashford Drive","3741","VIC","Australia","7","{""formula"":"""",""result"":1.07}","{""formula"":""Q51*(IF(J51=\""Yes\"",1.25,1))"",""result"":1.3375}","{""formula"":""R51*(IF(OR(VALUE(P51)>8,VALUE(D51)>80),1.25,1))"",""result"":1.3375}","{""formula"":""S51*(IF(H51=\""Mass Customer\"",0.85,1))"",""result"":1.136875}","{""formula"":""RANK(W51,W1:W1002,0)"",""result"":46}","46","1.4078125"
"Thaxter","Kingsbury","Male","12","1950-05-03","Product Engineer","Argiculture","Mass Customer","N","No","20","3 Vermont Lane","2067","NSW","Australia","12","{""formula"":"""",""result"":0.86}","{""formula"":""Q52*(IF(J52=\""Yes\"",1.25,1))"",""result"":0.86}","{""formula"":""R52*(IF(OR(VALUE(P52)>8,VALUE(D52)>80),1.25,1))"",""result"":1.075}","{""formula"":""S52*(IF(H52=\""Mass Customer\"",0.85,1))"",""result"":0.91375}","{""formula"":""RANK(W52,W1:W1002,0)"",""result"":50}","50","1.40625"
"Heinrick","Shilstone","Male","60","28532",,"Manufacturing","Affluent Customer","N","No","10","998 Gale Park","3174","VIC","Australia","8","{""formula"":"""",""result"":0.43}","{""formula"":""Q53*(IF(J53=\""Yes\"",1.25,1))"",""result"":0.43}","{""formula"":""R53*(IF(OR(VALUE(P53)>8,VALUE(D53)>80),1.25,1))"",""result"":0.43}","{""formula"":""S53*(IF(H53=\""Mass Customer\"",0.85,1))"",""result"":0.43}","{""formula"":""RANK(W53,W1:W1002,0)"",""result"":50}","50","1.40625"
"Taylor","Steuhlmeyer","Male","62","1999-03-22","Paralegal","Financial Services","Affluent Customer","N","Yes","5","64 Mcguire Trail","4017","QLD","Australia","8","{""formula"":"""",""result"":1.06}","{""formula"":""Q54*(IF(J54=\""Yes\"",1.25,1))"",""result"":1.325}","{""formula"":""R54*(IF(OR(VALUE(P54)>8,VALUE(D54)>80),1.25,1))"",""result"":1.325}","{""formula"":""S54*(IF(H54=\""Mass Customer\"",0.85,1))"",""result"":1.325}","{""formula"":""RANK(W54,W1:W1002,0)"",""result"":52}","52","1.39453125"
"Griswold","Kelsall","Male","55","1993-12-19","Social Worker","Health","High Net Worth","N","Yes","11","74127 Blaine Point","3805","VIC","Australia","7","{""formula"":"""",""result"":0.87}","{""formula"":""Q55*(IF(J55=\""Yes\"",1.25,1))"",""result"":1.0875}","{""formula"":""R55*(IF(OR(VALUE(P55)>8,VALUE(D55)>80),1.25,1))"",""result"":1.0875}","{""formula"":""S55*(IF(H55=\""Mass Customer\"",0.85,1))"",""result"":1.0875}","{""formula"":""RANK(W55,W1:W1002,0)"",""result"":52}","52","1.39453125"
"Odessa","Mc Andrew","Female","97","1981-12-01",,"Property","Mass Customer","N","No","8","31756 Meadow Valley Lane","2232","NSW","Australia","10","{""formula"":"""",""result"":0.62}","{""formula"":""Q56*(IF(J56=\""Yes\"",1.25,1))"",""result"":0.62}","{""formula"":""R56*(IF(OR(VALUE(P56)>8,VALUE(D56)>80),1.25,1))"",""result"":0.775}","{""formula"":""S56*(IF(H56=\""Mass Customer\"",0.85,1))"",""result"":0.65875}","{""formula"":""RANK(W56,W1:W1002,0)"",""result"":54}","54","1.38125"
"Lavena","Seekings","Female","87","1995-03-25","Payment Adjustment Coordinator","Retail","Mass Customer","N","No","16","293 Mayfield Street","3166","VIC","Australia","10","{""formula"":"""",""result"":0.98}","{""formula"":""Q57*(IF(J57=\""Yes\"",1.25,1))"",""result"":0.98}","{""formula"":""R57*(IF(OR(VALUE(P57)>8,VALUE(D57)>80),1.25,1))"",""result"":1.225}","{""formula"":""S57*(IF(H57=\""Mass Customer\"",0.85,1))"",""result"":1.04125}","{""formula"":""RANK(W57,W1:W1002,0)"",""result"":54}","54","1.38125"
"Martelle","Tuppeny","Female","52","1981-02-03","Marketing Assistant","Manufacturing","Mass Customer","N","No","9","261 Grayhawk Way","2226","NSW","Australia","10","{""formula"":"""",""result"":0.98}","{""formula"":""Q58*(IF(J58=\""Yes\"",1.25,1))"",""result"":0.98}","{""formula"":""R58*(IF(OR(VALUE(P58)>8,VALUE(D58)>80),1.25,1))"",""result"":1.225}","{""formula"":""S58*(IF(H58=\""Mass Customer\"",0.85,1))"",""result"":1.04125}","{""formula"":""RANK(W58,W1:W1002,0)"",""result"":54}","54","1.38125"
"Briant","Ladley","Male","75","1979-12-17","Recruiter","Argiculture","Mass Customer","N","No","12","2 Schlimgen Terrace","2750","NSW","Australia","8","{""formula"":"""",""result"":0.62}","{""formula"":""Q59*(IF(J59=\""Yes\"",1.25,1))"",""result"":0.62}","{""formula"":""R59*(IF(OR(VALUE(P59)>8,VALUE(D59)>80),1.25,1))"",""result"":0.62}","{""formula"":""S59*(IF(H59=\""Mass Customer\"",0.85,1))"",""result"":0.527}","{""formula"":""RANK(W59,W1:W1002,0)"",""result"":57}","57","1.375"
"Marylou","Kirkup","Female","51","1972-10-31","VP Product Management","n/a","Mass Customer","N","No","14","76733 Sunbrook Terrace","3196","VIC","Australia","9","{""formula"":"""",""result"":0.66}","{""formula"":""Q60*(IF(J60=\""Yes\"",1.25,1))"",""result"":0.66}","{""formula"":""R60*(IF(OR(VALUE(P60)>8,VALUE(D60)>80),1.25,1))"",""result"":0.8250000000000001}","{""formula"":""S60*(IF(H60=\""Mass Customer\"",0.85,1))"",""result"":0.70125}","{""formula"":""RANK(W60,W1:W1002,0)"",""result"":57}","57","1.375"
"Whittaker",,"Male","64","1966-07-29","Media Manager III","n/a","Mass Customer","N","Yes","8","683 Florence Way","3156","VIC","Australia","5","{""formula"":"""",""result"":0.98}","{""formula"":""Q61*(IF(J61=\""Yes\"",1.25,1))"",""result"":1.225}","{""formula"":""R61*(IF(OR(VALUE(P61)>8,VALUE(D61)>80),1.25,1))"",""result"":1.225}","{""formula"":""S61*(IF(H61=\""Mass Customer\"",0.85,1))"",""result"":1.04125}","{""formula"":""RANK(W61,W1:W1002,0)"",""result"":57}","57","1.375"
"Normy","Goodinge","U","5",,"Associate Professor","IT","Mass Customer","N","No","4","7232 Fulton Parkway","3810","VIC","Australia","5","{""formula"":"""",""result"":0.78}","{""formula"":""Q62*(IF(J62=\""Yes\"",1.25,1))"",""result"":0.78}","{""formula"":""R62*(IF(OR(VALUE(P62)>8,VALUE(D62)>80),1.25,1))"",""result"":0.78}","{""formula"":""S62*(IF(H62=\""Mass Customer\"",0.85,1))"",""result"":0.663}","{""formula"":""RANK(W62,W1:W1002,0)"",""result"":57}","57","1.375"
"Lorrie","Antonelli","Male","47","1983-02-11","Cost Accountant","Financial Services","High Net Worth","N","Yes","17","06936 Bobwhite Circle","2257","NSW","Australia","7","{""formula"":"""",""result"":0.4}","{""formula"":""Q63*(IF(J63=\""Yes\"",1.25,1))"",""result"":0.5}","{""formula"":""R63*(IF(OR(VALUE(P63)>8,VALUE(D63)>80),1.25,1))"",""result"":0.5}","{""formula"":""S63*(IF(H63=\""Mass Customer\"",0.85,1))"",""result"":0.5}","{""formula"":""RANK(W63,W1:W1002,0)"",""result"":57}","57","1.375"
"Jedediah","Kedie","Male","31","1971-12-29","Developer I","Argiculture","Mass Customer","N","Yes","9","283 Acker Drive","2763","NSW","Australia","9","{""formula"":"""",""result"":0.43}","{""formula"":""Q64*(IF(J64=\""Yes\"",1.25,1))"",""result"":0.5375}","{""formula"":""R64*(IF(OR(VALUE(P64)>8,VALUE(D64)>80),1.25,1))"",""result"":0.671875}","{""formula"":""S64*(IF(H64=\""Mass Customer\"",0.85,1))"",""result"":0.57109375}","{""formula"":""RANK(W64,W1:W1002,0)"",""result"":62}","62","1.36796875"
"Kaine","Smallcombe","Male","59","1942-02-06","Senior Financial Analyst","Financial Services","High Net Worth","N","No","11","9 Mosinee Parkway","2072","NSW","Australia","10","{""formula"":"""",""result"":0.48}","{""formula"":""Q65*(IF(J65=\""Yes\"",1.25,1))"",""result"":0.48}","{""formula"":""R65*(IF(OR(VALUE(P65)>8,VALUE(D65)>80),1.25,1))"",""result"":0.6}","{""formula"":""S65*(IF(H65=\""Mass Customer\"",0.85,1))"",""result"":0.6}","{""formula"":""RANK(W65,W1:W1002,0)"",""result"":62}","62","1.36796875"
"Loise","Iltchev","Female","70","1967-03-18","Electrical Engineer","Manufacturing","High Net Worth","N","Yes","17","45 Becker Place","4504","QLD","Australia","6","{""formula"":"""",""result"":1.05}","{""formula"":""Q66*(IF(J66=\""Yes\"",1.25,1))"",""result"":1.3125}","{""formula"":""R66*(IF(OR(VALUE(P66)>8,VALUE(D66)>80),1.25,1))"",""result"":1.3125}","{""formula"":""S66*(IF(H66=\""Mass Customer\"",0.85,1))"",""result"":1.3125}","{""formula"":""RANK(W66,W1:W1002,0)"",""result"":62}","62","1.36796875"
"Cristen","Maroney","Female","22","1999-11-21","Accountant IV","IT","High Net Worth","N","Yes","7","27 Karstens Crossing","4214","QLD","Australia","7","{""formula"":"""",""result"":0.58}","{""formula"":""Q67*(IF(J67=\""Yes\"",1.25,1))"",""result"":0.725}","{""formula"":""R67*(IF(OR(VALUE(P67)>8,VALUE(D67)>80),1.25,1))"",""result"":0.725}","{""formula"":""S67*(IF(H67=\""Mass Customer\"",0.85,1))"",""result"":0.725}","{""formula"":""RANK(W67,W1:W1002,0)"",""result"":65}","65","1.3625"
"Dorothy","Barnardo","Female","58","1983-02-01","Human Resources Manager","Retail","High Net Worth","N","No","12","9630 Cottonwood Avenue","2168","NSW","Australia","8","{""formula"":"""",""result"":0.57}","{""formula"":""Q68*(IF(J68=\""Yes\"",1.25,1))"",""result"":0.57}","{""formula"":""R68*(IF(OR(VALUE(P68)>8,VALUE(D68)>80),1.25,1))"",""result"":0.57}","{""formula"":""S68*(IF(H68=\""Mass Customer\"",0.85,1))"",""result"":0.57}","{""formula"":""RANK(W68,W1:W1002,0)"",""result"":65}","65","1.3625"
"Rosmunda","Duxbarry","Female","69","1996-07-20","Executive Secretary","Property","Affluent Customer","N","Yes","5","989 Graedel Terrace","4208","QLD","Australia","11","{""formula"":"""",""result"":0.83}","{""formula"":""Q69*(IF(J69=\""Yes\"",1.25,1))"",""result"":1.0375}","{""formula"":""R69*(IF(OR(VALUE(P69)>8,VALUE(D69)>80),1.25,1))"",""result"":1.296875}","{""formula"":""S69*(IF(H69=\""Mass Customer\"",0.85,1))"",""result"":1.296875}","{""formula"":""RANK(W69,W1:W1002,0)"",""result"":65}","65","1.3625"
"Rozamond","Riha","Female","54","1984-10-07","Account Representative I","Manufacturing","Affluent Customer","N","Yes","16","76 Bartelt Center","4078","QLD","Australia","7","{""formula"":"""",""result"":0.59}","{""formula"":""Q70*(IF(J70=\""Yes\"",1.25,1))"",""result"":0.7374999999999999}","{""formula"":""R70*(IF(OR(VALUE(P70)>8,VALUE(D70)>80),1.25,1))"",""result"":0.7374999999999999}","{""formula"":""S70*(IF(H70=\""Mass Customer\"",0.85,1))"",""result"":0.7374999999999999}","{""formula"":""RANK(W70,W1:W1002,0)"",""result"":68}","68","1.3546875"
"Gunner","Petti","Male","62","1999-06-08","Executive Secretary","Financial Services","High Net Worth","N","Yes","3","29778 Mendota Drive","4036","QLD","Australia","5","{""formula"":"""",""result"":0.62}","{""formula"":""Q71*(IF(J71=\""Yes\"",1.25,1))"",""result"":0.775}","{""formula"":""R71*(IF(OR(VALUE(P71)>8,VALUE(D71)>80),1.25,1))"",""result"":0.775}","{""formula"":""S71*(IF(H71=\""Mass Customer\"",0.85,1))"",""result"":0.775}","{""formula"":""RANK(W71,W1:W1002,0)"",""result"":68}","68","1.3546875"
"Vivienne","Crayden","Female","82","1988-09-18","Associate Professor","n/a","High Net Worth","N","Yes","6","69 Algoma Center","4173","QLD","Australia","7","{""formula"":"""",""result"":1.01}","{""formula"":""Q72*(IF(J72=\""Yes\"",1.25,1))"",""result"":1.2625}","{""formula"":""R72*(IF(OR(VALUE(P72)>8,VALUE(D72)>80),1.25,1))"",""result"":1.578125}","{""formula"":""S72*(IF(H72=\""Mass Customer\"",0.85,1))"",""result"":1.578125}","{""formula"":""RANK(W72,W1:W1002,0)"",""result"":68}","68","1.3546875"
"Sherilyn","Canero","Female","11","1996-08-03","Dental Hygienist","Health","High Net Worth","N","Yes","13","8288 Lyons Way","2484","NSW","Australia","7","{""formula"":"""",""result"":0.8}","{""formula"":""Q73*(IF(J73=\""Yes\"",1.25,1))"",""result"":1}","{""formula"":""R73*(IF(OR(VALUE(P73)>8,VALUE(D73)>80),1.25,1))"",""result"":1}","{""formula"":""S73*(IF(H73=\""Mass Customer\"",0.85,1))"",""result"":1}","{""formula"":""RANK(W73,W1:W1002,0)"",""result"":68}","68","1.3546875"
"Bessie","Roscow","Female","78","1994-08-04","GIS Technical Architect","Financial Services","Mass Customer","N","No","9","4185 Florence Trail","2121","NSW","Australia","10","{""formula"":"""",""result"":0.57}","{""formula"":""Q74*(IF(J74=\""Yes\"",1.25,1))"",""result"":0.57}","{""formula"":""R74*(IF(OR(VALUE(P74)>8,VALUE(D74)>80),1.25,1))"",""result"":0.7124999999999999}","{""formula"":""S74*(IF(H74=\""Mass Customer\"",0.85,1))"",""result"":0.6056249999999999}","{""formula"":""RANK(W74,W1:W1002,0)"",""result"":72}","72","1.35"
"Kevina","Ferandez","Female","73","1999-09-21","Assistant Professor","Financial Services","High Net Worth","N","No","15","9608 Heffernan Drive","4068","QLD","Australia","9","{""formula"":"""",""result"":0.97}","{""formula"":""Q75*(IF(J75=\""Yes\"",1.25,1))"",""result"":0.97}","{""formula"":""R75*(IF(OR(VALUE(P75)>8,VALUE(D75)>80),1.25,1))"",""result"":1.2125}","{""formula"":""S75*(IF(H75=\""Mass Customer\"",0.85,1))"",""result"":1.2125}","{""formula"":""RANK(W75,W1:W1002,0)"",""result"":72}","72","1.35"
"Yancy","Clementet","Male","5","1968-02-16","Mechanical Systems Engineer","n/a","High Net Worth","N","No","15","9 Union Center","2147","NSW","Australia","9","{""formula"":"""",""result"":0.5}","{""formula"":""Q76*(IF(J76=\""Yes\"",1.25,1))"",""result"":0.5}","{""formula"":""R76*(IF(OR(VALUE(P76)>8,VALUE(D76)>80),1.25,1))"",""result"":0.625}","{""formula"":""S76*(IF(H76=\""Mass Customer\"",0.85,1))"",""result"":0.625}","{""formula"":""RANK(W76,W1:W1002,0)"",""result"":72}","72","1.35"
"Mabelle","Wellbelove","Female","76","1958-04-21",,"Financial Services","Affluent Customer","N","Yes","19","800 Emmet Park","2219","NSW","Australia","9","{""formula"":"""",""result"":0.85}","{""formula"":""Q77*(IF(J77=\""Yes\"",1.25,1))"",""result"":1.0625}","{""formula"":""R77*(IF(OR(VALUE(P77)>8,VALUE(D77)>80),1.25,1))"",""result"":1.328125}","{""formula"":""S77*(IF(H77=\""Mass Customer\"",0.85,1))"",""result"":1.328125}","{""formula"":""RANK(W77,W1:W1002,0)"",""result"":72}","72","1.35"
"Hasheem","Groucock","Male","98","1974-09-17","Budget/Accounting Analyst IV","Manufacturing","High Net Worth","N","Yes","10","12351 Spenser Pass","2034","NSW","Australia","12","{""formula"":"""",""result"":0.54}","{""formula"":""Q78*(IF(J78=\""Yes\"",1.25,1))"",""result"":0.675}","{""formula"":""R78*(IF(OR(VALUE(P78)>8,VALUE(D78)>80),1.25,1))"",""result"":0.84375}","{""formula"":""S78*(IF(H78=\""Mass Customer\"",0.85,1))"",""result"":0.84375}","{""formula"":""RANK(W78,W1:W1002,0)"",""result"":72}","72","1.35"
"Tobias","Woodhams","Male","0","1961-04-15","Research Nurse","Health","Mass Customer","N","No","17","4 Valley Edge Plaza","2759","NSW","Australia","9","{""formula"":"""",""result"":1}","{""formula"":""Q79*(IF(J79=\""Yes\"",1.25,1))"",""result"":1}","{""formula"":""R79*(IF(OR(VALUE(P79)>8,VALUE(D79)>80),1.25,1))"",""result"":1.25}","{""formula"":""S79*(IF(H79=\""Mass Customer\"",0.85,1))"",""result"":1.0625}","{""formula"":""RANK(W79,W1:W1002,0)"",""result"":77}","77","1.34140625"
"Glennis","Flintoff","Female","36","1956-10-22","Speech Pathologist","Health","Affluent Customer","N","Yes","13","1601 Rutledge Lane","3030","VIC","Australia","7","{""formula"":"""",""result"":0.72}","{""formula"":""Q80*(IF(J80=\""Yes\"",1.25,1))"",""result"":0.8999999999999999}","{""formula"":""R80*(IF(OR(VALUE(P80)>8,VALUE(D80)>80),1.25,1))"",""result"":0.8999999999999999}","{""formula"":""S80*(IF(H80=\""Mass Customer\"",0.85,1))"",""result"":0.8999999999999999}","{""formula"":""RANK(W80,W1:W1002,0)"",""result"":78}","78","1.3375"
"Chanda","Mensler","Female","15","1972-01-14","Computer Systems Analyst IV","Manufacturing","Mass Customer","N","Yes","13","0 Mockingbird Plaza","2212","NSW","Australia","10","{""formula"":"""",""result"":0.46}","{""formula"":""Q81*(IF(J81=\""Yes\"",1.25,1))"",""result"":0.5750000000000001}","{""formula"":""R81*(IF(OR(VALUE(P81)>8,VALUE(D81)>80),1.25,1))"",""result"":0.7187500000000001}","{""formula"":""S81*(IF(H81=\""Mass Customer\"",0.85,1))"",""result"":0.6109375000000001}","{""formula"":""RANK(W81,W1:W1002,0)"",""result"":78}","78","1.3375"
"Katheryn","Kinner","Female","15","1973-11-28","Analyst Programmer","Entertainment","High Net Worth","N","No","6","1665 Kenwood Center","2518","NSW","Australia","6","{""formula"":"""",""result"":0.68}","{""formula"":""Q82*(IF(J82=\""Yes\"",1.25,1))"",""result"":0.68}","{""formula"":""R82*(IF(OR(VALUE(P82)>8,VALUE(D82)>80),1.25,1))"",""result"":0.68}","{""formula"":""S82*(IF(H82=\""Mass Customer\"",0.85,1))"",""result"":0.68}","{""formula"":""RANK(W82,W1:W1002,0)"",""result"":78}","78","1.3375"
"Sumner","Carrivick","Male","53","1995-04-09","Desktop Support Technician","Manufacturing","Mass Customer","N","No","15","5 4th Center","2097","NSW","Australia","12","{""formula"":"""",""result"":0.77}","{""formula"":""Q83*(IF(J83=\""Yes\"",1.25,1))"",""result"":0.77}","{""formula"":""R83*(IF(OR(VALUE(P83)>8,VALUE(D83)>80),1.25,1))"",""result"":0.9625}","{""formula"":""S83*(IF(H83=\""Mass Customer\"",0.85,1))"",""result"":0.818125}","{""formula"":""RANK(W83,W1:W1002,0)"",""result"":78}","78","1.3375"
"Valerie","Pickover","Female","34","1965-09-08","Editor","Financial Services","Mass Customer","N","No","9","92214 Spenser Road","2756","NSW","Australia","8","{""formula"":"""",""result"":0.81}","{""formula"":""Q84*(IF(J84=\""Yes\"",1.25,1))"",""result"":0.81}","{""formula"":""R84*(IF(OR(VALUE(P84)>8,VALUE(D84)>80),1.25,1))"",""result"":0.81}","{""formula"":""S84*(IF(H84=\""Mass Customer\"",0.85,1))"",""result"":0.6885}","{""formula"":""RANK(W84,W1:W1002,0)"",""result"":78}","78","1.3375"
"Esther","Rooson","Female","14","1981-02-22",,"Financial Services","Mass Customer","N","No","5","5186 Main Trail","2046","NSW","Australia","9","{""formula"":"""",""result"":0.62}","{""formula"":""Q85*(IF(J85=\""Yes\"",1.25,1))"",""result"":0.62}","{""formula"":""R85*(IF(OR(VALUE(P85)>8,VALUE(D85)>80),1.25,1))"",""result"":0.775}","{""formula"":""S85*(IF(H85=\""Mass Customer\"",0.85,1))"",""result"":0.65875}","{""formula"":""RANK(W85,W1:W1002,0)"",""result"":78}","78","1.3375"
"Gardie","Crellim","Male","58","27649","Biostatistician IV","Manufacturing","High Net Worth","N","No","8","564 Forest Dale Avenue","3161","VIC","Australia","12","{""formula"":"""",""result"":0.54}","{""formula"":""Q86*(IF(J86=\""Yes\"",1.25,1))"",""result"":0.54}","{""formula"":""R86*(IF(OR(VALUE(P86)>8,VALUE(D86)>80),1.25,1))"",""result"":0.675}","{""formula"":""S86*(IF(H86=\""Mass Customer\"",0.85,1))"",""result"":0.675}","{""formula"":""RANK(W86,W1:W1002,0)"",""result"":84}","84","1.328125"
"Sean","O'Loughlin","Male","48","1961-03-22","Database Administrator III","Manufacturing","High Net Worth","N","Yes","16","83 Old Gate Point","2576","NSW","Australia","10","{""formula"":"""",""result"":0.73}","{""formula"":""Q87*(IF(J87=\""Yes\"",1.25,1))"",""result"":0.9125}","{""formula"":""R87*(IF(OR(VALUE(P87)>8,VALUE(D87)>80),1.25,1))"",""result"":1.140625}","{""formula"":""S87*(IF(H87=\""Mass Customer\"",0.85,1))"",""result"":1.140625}","{""formula"":""RANK(W87,W1:W1002,0)"",""result"":85}","85","1.325"
"Pietra","Buckleigh","Female","9","1949-04-29","Engineer III","n/a","High Net Worth","N","No","13","387 Dixon Alley","2024","NSW","Australia","10","{""formula"":"""",""result"":0.48}","{""formula"":""Q88*(IF(J88=\""Yes\"",1.25,1))"",""result"":0.48}","{""formula"":""R88*(IF(OR(VALUE(P88)>8,VALUE(D88)>80),1.25,1))"",""result"":0.6}","{""formula"":""S88*(IF(H88=\""Mass Customer\"",0.85,1))"",""result"":0.6}","{""formula"":""RANK(W88,W1:W1002,0)"",""result"":85}","85","1.325"
"Marysa","Rouchy","Female","8","1999-02-15","Assistant Media Planner","Entertainment","Affluent Customer","N","No","5","411 Twin Pines Way","2026","NSW","Australia","9","{""formula"":"""",""result"":0.97}","{""formula"":""Q89*(IF(J89=\""Yes\"",1.25,1))"",""result"":0.97}","{""formula"":""R89*(IF(OR(VALUE(P89)>8,VALUE(D89)>80),1.25,1))"",""result"":1.2125}","{""formula"":""S89*(IF(H89=\""Mass Customer\"",0.85,1))"",""result"":1.2125}","{""formula"":""RANK(W89,W1:W1002,0)"",""result"":85}","85","1.325"
"Kahaleel",,"Male","5","1942-11-01","GIS Technical Architect","n/a","High Net Worth","N","No","13","12 Arapahoe Park","2035","NSW","Australia","12","{""formula"":"""",""result"":0.84}","{""formula"":""Q90*(IF(J90=\""Yes\"",1.25,1))"",""result"":0.84}","{""formula"":""R90*(IF(OR(VALUE(P90)>8,VALUE(D90)>80),1.25,1))"",""result"":1.05}","{""formula"":""S90*(IF(H90=\""Mass Customer\"",0.85,1))"",""result"":1.05}","{""formula"":""RANK(W90,W1:W1002,0)"",""result"":88}","88","1.31484375"
"Ossie","Midden","Male","49","1950-02-10","Physical Therapy Assistant","Manufacturing","Mass Customer","N","Yes","14","4915 Debra Center","2479","NSW","Australia","9","{""formula"":"""",""result"":0.51}","{""formula"":""Q91*(IF(J91=\""Yes\"",1.25,1))"",""result"":0.6375}","{""formula"":""R91*(IF(OR(VALUE(P91)>8,VALUE(D91)>80),1.25,1))"",""result"":0.796875}","{""formula"":""S91*(IF(H91=\""Mass Customer\"",0.85,1))"",""result"":0.67734375}","{""formula"":""RANK(W91,W1:W1002,0)"",""result"":89}","89","1.3125"
"Sid","Carlone","Male","24","1971-08-18","Structural Engineer","Health","Affluent Customer","N","No","16","76 Sunnyside Avenue","4670","QLD","Australia","2","{""formula"":"""",""result"":0.67}","{""formula"":""Q92*(IF(J92=\""Yes\"",1.25,1))"",""result"":0.67}","{""formula"":""R92*(IF(OR(VALUE(P92)>8,VALUE(D92)>80),1.25,1))"",""result"":0.67}","{""formula"":""S92*(IF(H92=\""Mass Customer\"",0.85,1))"",""result"":0.67}","{""formula"":""RANK(W92,W1:W1002,0)"",""result"":89}","89","1.3125"
